"Path","Root","Extension","SizeBytes","IsText","Lines"
"backend\user\check_active_trip.php","backend",".php","5593","True","114"
"backend\user\check_solicitudes.php","backend",".php","357","True","10"
"backend\user\create_trip_request.php","backend",".php","20925","True","511"
"backend\user\find_nearby_drivers.php","backend",".php","12612","True","315"
"backend\user\get_companies_by_municipality.php","backend",".php","1601","True","51"
"backend\user\get_company_details.php","backend",".php","5852","True","160"
"backend\user\get_favorite_drivers.php","backend",".php","2549","True","71"
"backend\user\get_payment_summary.php","backend",".php","3218","True","99"
"backend\user\get_recent_searches.php","backend",".php","1145","True","35"
"backend\user\get_trip_history.php","backend",".php","11858","True","257"
"backend\user\get_trip_status.php","backend",".php","41543","True","820"
"backend\user\is_blocked.php","backend",".php","2025","True","51"
"backend\user\prefetch_route.php","backend",".php","4722","True","114"
"backend\user\rate_trip.php","backend",".php","6468","True","176"
"backend\user\save_recent_search.php","backend",".php","2039","True","49"
"backend\user\search_places.php","backend",".php","1542","True","45"
"backend\user\stream_trip_updates.php","backend",".php","8697","True","203"
"backend\user\toggle_favorite_driver.php","backend",".php","2419","True","71"
"backend\user\trip_preview.php","backend",".php","2159","True","62"
"backend\user\unblock_user.php","backend",".php","2354","True","65"
"backend\user\update_trip_search_company.php","backend",".php","3676","True","83"
"backend\user\services\CompanyService.php","backend",".php","37440","True","792"
"backend\utils\BlockHelper.php","backend",".php","2699","True","71"
"backend\utils\Distance.php","backend",".php","347","True","11"
"backend\utils\GeoUtils.php","backend",".php","460","True","16"
"backend\utils\get_colors.php","backend",".php","1518","True","40"
"backend\utils\Haversine.php","backend",".php","575","True","17"
"backend\utils\Mailer.php","backend",".php","70836","True","1409"
"backend\utils\NotificationHelper.php","backend",".php","10731","True","319"
"backend\utils\PdfGenerator.php","backend",".php","25248","True","629"
"backend\utils\PushNotificationService.php","backend",".php","7197","True","202"
"backend\utils\TimeUtils.php","backend",".php","447","True","19"
"backend\workers\account_deletion_worker.php","backend",".php","4475","True","106"
"backend\workers\dispatch_worker.php","backend",".php","15658","True","374"
"backend\workers\driver_reposition_worker.php","backend",".php","6630","True","195"
"backend\workers\supervisor_tracking_worker.conf","backend",".conf","339","False","0"
"backend\workers\surge_pricing_worker.php","backend",".php","4289","True","126"
"backend\workers\tracking_stream_worker.php","backend",".php","5434","True","155"
"backend\workers\zone_cache_worker.php","backend",".php","8291","True","207"
"deploy\supervisor\dispatch_worker.conf","deploy",".conf","364","False","0"
"deploy\supervisor\driver_reposition_worker.conf","deploy",".conf","400","False","0"
"deploy\supervisor\surge_pricing_worker.conf","deploy",".conf","384","False","0"
"deploy\supervisor\zone_cache_worker.conf","deploy",".conf","372","False","0"
"docs\ANEXO_INVENTARIO_ARCHIVOS.csv","docs",".csv","71835","True","939"
"docs\ARQUITECTURA_TRACKING_TIEMPO_REAL.md","docs",".md","5952","True","154"
"docs\CAMBIOS_RESEÑAS.md","docs",".md","6375","True","154"
"docs\COMANDOS_UTILES.md","docs",".md","2987","True","135"
"docs\CONFIGURACION_ENTORNOS.md","docs",".md","1516","True","36"
"docs\DEPLOYMENT.md","docs",".md","1328","True","31"
"docs\DISPATCH_ENGINE_ARCHITECTURE.md","docs",".md","4327","True","106"
"docs\ESTIMACION_COSTOS_Y_VALORACION_EMPRESARIAL_VIAX.md","docs",".md","19368","True","285"
"docs\EXPLICACION_PERMISOS_OVERLAY_VIAX.md","docs",".md","6532","True","55"
"docs\FLUJO_SUPLANTACION_DISPOSITIVOS.md","docs",".md","8944","True","120"
"docs\GUIA_RAPIDA_ENTORNOS.md","docs",".md","829","True","23"
"docs\IMPLEMENTACION_COMPLETADA_SISTEMA_PRECIOS.md","docs",".md","10488","True","291"
"docs\INDEX.md","docs",".md","672","True","19"
"docs\MEJORAS_UI_REGISTRO.md","docs",".md","8651","True","256"
"docs\NOTIFICACIONES_PUSH_DEPLOY.md","docs",".md","2867","True","67"
"docs\QUE_TRATA_LA_APP_VIAX.md","docs",".md","3535","True","60"
"docs\REQUERIMIENTOS_FUNCIONALES_NO_FUNCIONALES.md","docs",".md","16922","True","361"
"docs\RESUMEN_CAMBIOS_LOCAL.md","docs",".md","1272","True","23"
"docs\RIDE_ENGINE_ARCHITECTURE.md","docs",".md","4302","True","141"
"docs\SETUP_LARAGON.md","docs",".md","10594","True","315"
"docs\SISTEMA_CONDUCTORES_CONFIANZA.md","docs",".md","7789","True","247"
"docs\SISTEMA_PRECIOS_DOBLE_PANTALLA.md","docs",".md","7777","True","217"
"docs\SISTEMA_SEGURIDAD_DISPOSITIVO.md","docs",".md","6457","True","99"
"docs\SOLUCION_MAPBOX_ERROR.md","docs",".md","3398","True","79"
"docs\SOPORTE_TECNICO_OAUTH_EMAILS.md","docs",".md","2859","True","50"
"docs\admin\ADMIN_NAVIGATION_UPDATE.md","docs",".md","7006","True","197"
"docs\admin\DOCUMENTOS_CONDUCTORES.md","docs",".md","9247","True","250"
"docs\architecture\ACLARACION_AUTH_MICROSERVICIO.md","docs",".md","4936","True","117"
"docs\architecture\ADR.md","docs",".md","9953","True","249"
"docs\architecture\CHANGELOG.md","docs",".md","9506","True","215"
"docs\architecture\CLEAN_ARCHITECTURE.md","docs",".md","21863","True","446"
"docs\architecture\EXECUTIVE_SUMMARY.md","docs",".md","8998","True","230"
"docs\architecture\GUIA_RAPIDA_RUTAS.md","docs",".md","8886","True","220"
"docs\architecture\INDEX.md","docs",".md","6409","True","146"
"docs\architecture\INTEGRATION_GUIDE.md","docs",".md","12686","True","363"
"docs\architecture\MAPA_VISUAL.md","docs",".md","19674","True","385"
"docs\architecture\MICROSERVICES_CLEANUP.md","docs",".md","12530","True","315"
"docs\architecture\MIGRATION_COMPLETED.md","docs",".md","14459","True","370"
"docs\architecture\MIGRATION_TO_MICROSERVICES.md","docs",".md","18535","True","527"
"docs\architecture\README.md","docs",".md","14330","True","324"
"docs\architecture\README_LIMPIEZA.md","docs",".md","2130","True","56"
"docs\architecture\REFACTORING_SUMMARY.md","docs",".md","14331","True","363"
"docs\architecture\RESUMEN_LIMPIEZA.md","docs",".md","8336","True","227"
"docs\architecture\USER_MICROSERVICE_MIGRATION.md","docs",".md","13128","True","356"
"docs\conductor\BACKEND_ENDPOINTS.md","docs",".md","12049","True","358"
"docs\conductor\CORRECCION_REGISTRO_VEHICULOS.md","docs",".md","5892","True","138"
"docs\conductor\FIX_HISTORIAL_VIAJES.md","docs",".md","4074","True","120"
"docs\conductor\GUIA_RAPIDA.md","docs",".md","7502","True","259"
"docs\conductor\GUIA_VISUAL_DOCUMENTOS.md","docs",".md","10125","True","169"
"docs\conductor\MEJORAS_VISUALIZACION_DOCUMENTOS.md","docs",".md","5979","True","149"
"docs\conductor\NUEVAS_FUNCIONALIDADES.md","docs",".md","12166","True","313"
"docs\conductor\PERFIL_ALERTA_DINAMICA.md","docs",".md","6097","True","150"
"docs\conductor\RESUMEN_CARGA_DOCUMENTOS.md","docs",".md","9029","True","200"
"docs\conductor\RESUMEN_IMPLEMENTACION.md","docs",".md","8054","True","229"
"docs\conductor\SISTEMA_BUSQUEDA_PASAJEROS.md","docs",".md","6217","True","165"
"docs\conductor\SISTEMA_CARGA_DOCUMENTOS.md","docs",".md","12760","True","365"
"docs\conductor\SISTEMA_NOTIFICACION_SONIDO.md","docs",".md","6447","True","168"
"docs\conductor\SOLUCION_ERROR_GPS.md","docs",".md","2320","True","57"
"docs\conductor\SONIDO_INTEGRADO_SOLUCION.md","docs",".md","4440","True","105"
"docs\general\MEJORA_BUSCADOR_NOMINATIM.md","docs",".md","5286","True","136"
"docs\general\PRUEBAS_BUSQUEDA_COLOMBIA.md","docs",".md","6971","True","221"
"docs\general\README.md","docs",".md","7971","True","199"
"docs\general\RESUMEN_IMPLEMENTACION_NOMINATIM.md","docs",".md","6243","True","187"
"docs\home\HOME_FINAL_UPDATE.md","docs",".md","6333","True","158"
"docs\home\HOME_MODERNIZATION.md","docs",".md","10189","True","266"
"docs\mapbox\CAMBIOS_MAPBOX.md","docs",".md","11489","True","270"
"docs\mapbox\CHEAT_SHEET.md","docs",".md","7933","True","312"
"docs\mapbox\ESTRUCTURA.md","docs",".md","13171","True","405"
"docs\mapbox\IMPLEMENTACION_COMPLETADA.md","docs",".md","3221","True","120"
"docs\mapbox\INDICE_DOCUMENTACION.md","docs",".md","8538","True","273"
"docs\mapbox\INICIO_RAPIDO.md","docs",".md","4762","True","170"
"docs\mapbox\MAPBOX_SETUP.md","docs",".md","8914","True","243"
"docs\mapbox\README_MAPBOX.md","docs",".md","8024","True","217"
"docs\mapbox\RESUMEN_EJECUTIVO.md","docs",".md","8481","True","245"
"docs\onboarding\ONBOARDING_DESIGN.md","docs",".md","5300","True","122"
"docs\onboarding\ONBOARDING_INSTRUCTIONS.md","docs",".md","1682","True","35"
"docs\user\GUIA_RAPIDA.md","docs",".md","7623","True","238"
"docs\user\SISTEMA_SOLICITUD_VIAJES.md","docs",".md","7818","True","193"
"ios\.gitignore","ios",".gitignore","603","True","33"
"ios\Flutter\AppFrameworkInfo.plist","ios",".plist","800","True","26"
"ios\Flutter\Debug.xcconfig","ios",".xcconfig","31","False","0"
"ios\Flutter\flutter_export_environment.sh","ios",".sh","515","True","13"
"ios\Flutter\Generated.xcconfig","ios",".xcconfig","485","False","0"
"ios\Flutter\Release.xcconfig","ios",".xcconfig","31","False","0"
"ios\Flutter\ephemeral\flutter_lldbinit","ios","[none]","108","False","0"
"ios\Flutter\ephemeral\flutter_lldb_helper.py","ios",".py","1276","False","0"
"ios\Runner\AppDelegate.swift","ios",".swift","404","True","12"
"ios\Runner\GeneratedPluginRegistrant.h","ios",".h","378","True","13"
"ios\Runner\GeneratedPluginRegistrant.m","ios",".m","6037","True","147"
"ios\Runner\Info.plist","ios",".plist","1824","True","51"
"ios\Runner\Runner-Bridging-Header.h","ios",".h","39","True","1"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json","ios",".json","2097","True","1"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-1024x1024@1x.png","ios",".png","204091","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@1x.png","ios",".png","589","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@2x.png","ios",".png","1385","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-20x20@3x.png","ios",".png","2306","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@1x.png","ios",".png","963","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@2x.png","ios",".png","2197","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-29x29@3x.png","ios",".png","3737","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@1x.png","ios",".png","1385","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@2x.png","ios",".png","3322","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-40x40@3x.png","ios",".png","5722","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-50x50@1x.png","ios",".png","1861","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-50x50@2x.png","ios",".png","4537","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-57x57@1x.png","ios",".png","2138","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-57x57@2x.png","ios",".png","5255","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@2x.png","ios",".png","5722","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-60x60@3x.png","ios",".png","10357","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-72x72@1x.png","ios",".png","2887","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-72x72@2x.png","ios",".png","7328","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@1x.png","ios",".png","3106","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-76x76@2x.png","ios",".png","7955","False","0"
"ios\Runner\Assets.xcassets\AppIcon.appiconset\Icon-App-83.5x83.5@2x.png","ios",".png","9145","False","0"
"ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json","ios",".json","414","True","23"
"ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage.png","ios",".png","68","False","0"
"ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@2x.png","ios",".png","68","False","0"
"ios\Runner\Assets.xcassets\LaunchImage.imageset\LaunchImage@3x.png","ios",".png","68","False","0"
"ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md","ios",".md","340","True","3"
"ios\Runner\Base.lproj\LaunchScreen.storyboard","ios",".storyboard","2414","False","0"
"ios\Runner\Base.lproj\Main.storyboard","ios",".storyboard","1631","False","0"
"ios\Runner.xcodeproj\project.pbxproj","ios",".pbxproj","23650","True","601"
"ios\Runner.xcodeproj\project.xcworkspace\contents.xcworkspacedata","ios",".xcworkspacedata","142","False","0"
"ios\Runner.xcodeproj\project.xcworkspace\xcshareddata\IDEWorkspaceChecks.plist","ios",".plist","246","True","8"
"ios\Runner.xcodeproj\project.xcworkspace\xcshareddata\WorkspaceSettings.xcsettings","ios",".xcsettings","234","False","0"
"ios\Runner.xcodeproj\xcshareddata\xcschemes\Runner.xcscheme","ios",".xcscheme","3934","True","101"
"ios\Runner.xcworkspace\contents.xcworkspacedata","ios",".xcworkspacedata","159","False","0"
"ios\Runner.xcworkspace\xcshareddata\IDEWorkspaceChecks.plist","ios",".plist","246","True","8"
"ios\Runner.xcworkspace\xcshareddata\WorkspaceSettings.xcsettings","ios",".xcsettings","234","False","0"
"ios\RunnerTests\RunnerTests.swift","ios",".swift","297","True","9"
"lib\firebase_options.dart","lib",".dart","2937","True","82"
"lib\main.dart","lib",".dart","19528","True","484"
"lib\src\core\config\app_config.dart","lib",".dart","7843","True","191"
"lib\src\core\config\env_config.dart","lib",".dart","2981","True","58"
"lib\src\core\config\env_config.dart.example","lib",".example","2383","True","52"
"lib\src\core\constants\app_constants.dart","lib",".dart","3020","True","66"
"lib\src\core\constants\app_constants.example.dart","lib",".dart","1640","True","40"
"lib\src\core\di\service_locator.dart","lib",".dart","16690","True","326"
"lib\src\core\error\exceptions.dart","lib",".dart","1417","True","43"
"lib\src\core\error\failures.dart","lib",".dart","1659","True","47"
"lib\src\core\error\result.dart","lib",".dart","2327","True","71"
"lib\src\core\network\app_network_exception.dart","lib",".dart","4000","True","115"
"lib\src\core\network\connectivity_service.dart","lib",".dart","2721","True","79"
"lib\src\core\network\dio_legal_interceptor.dart","lib",".dart","4589","True","107"
"lib\src\core\network\network.dart","lib",".dart","511","True","13"
"lib\src\core\network\network_request_executor.dart","lib",".dart","5376","True","158"
"lib\src\core\network\network_resilience_service.dart","lib",".dart","7622","True","233"
"lib\src\core\network\network_status_service.dart","lib",".dart","1914","True","55"
"lib\src\core\network\trip_sync_manager.dart","lib",".dart","9652","True","274"
"lib\src\core\network\widgets\global_connectivity_banner.dart","lib",".dart","2076","True","54"
"lib\src\core\offline\trip_command_executor.dart","lib",".dart","10101","True","294"
"lib\src\core\offline\trip_command_queue.dart","lib",".dart","7693","True","248"
"lib\src\core\security\app_integrity_service.dart","lib",".dart","4837","True","136"
"lib\src\core\security\certificate_pinning_service.dart","lib",".dart","2364","True","51"
"lib\src\core\security\device_fingerprint_service.dart","lib",".dart","4200","True","100"
"lib\src\core\security\hmac_signing_service.dart","lib",".dart","1990","True","49"
"lib\src\core\security\session_key_service.dart","lib",".dart","3289","True","83"
"lib\src\core\utils\colombian_plate_utils.dart","lib",".dart","1771","True","54"
"lib\src\core\utils\date_time_utils.dart","lib",".dart","11359","True","297"
"lib\src\features\admin\data\datasources\admin_remote_datasource.dart","lib",".dart","8034","True","222"
"lib\src\features\admin\data\datasources\empresa_remote_datasource.dart","lib",".dart","13185","True","365"
"lib\src\features\admin\data\models\admin_model.dart","lib",".dart","1341","True","35"
"lib\src\features\admin\data\models\empresa_transporte_model.dart","lib",".dart","10735","True","272"
"lib\src\features\admin\data\repositories\admin_repository_impl.dart","lib",".dart","3831","True","102"
"lib\src\features\admin\data\repositories\admin_user_repository_impl.dart","lib",".dart","2371","True","82"
"lib\src\features\admin\data\repositories\empresa_repository_impl.dart","lib",".dart","1979","True","56"
"lib\src\features\admin\domain\entities\admin.dart","lib",".dart","1022","True","41"
"lib\src\features\admin\domain\entities\empresa_transporte.dart","lib",".dart","5466","True","164"
"lib\src\features\admin\domain\repositories\admin_repository.dart","lib",".dart","873","True","19"
"lib\src\features\admin\domain\repositories\admin_user_repository.dart","lib",".dart","833","True","30"
"lib\src\features\admin\domain\repositories\empresa_repository.dart","lib",".dart","1209","True","28"
"lib\src\features\admin\domain\usecases\approve_driver.dart","lib",".dart","518","True","14"
"lib\src\features\admin\domain\usecases\get_system_stats.dart","lib",".dart","392","True","11"
"lib\src\features\admin\domain\usecases\get_users_usecase.dart","lib",".dart","649","True","24"
"lib\src\features\admin\domain\usecases\manage_user_usecase.dart","lib",".dart","1023","True","39"
"lib\src\features\admin\domain\usecases\reject_driver.dart","lib",".dart","653","True","17"
"lib\src\features\admin\presentation\providers\admin_provider.dart","lib",".dart","2570","True","84"
"lib\src\features\admin\presentation\providers\empresa_provider.dart","lib",".dart","8853","True","302"
"lib\src\features\admin\presentation\providers\user_management_provider.dart","lib",".dart","6502","True","191"
"lib\src\features\admin\presentation\screens\admin_company_payment_reports_screen.dart","lib",".dart","71335","True","1798"
"lib\src\features\admin\presentation\screens\admin_dashboard_tab.dart","lib",".dart","14011","True","393"
"lib\src\features\admin\presentation\screens\admin_home_screen.dart","lib",".dart","16043","True","448"
"lib\src\features\admin\presentation\screens\admin_management_tab.dart","lib",".dart","9033","True","251"
"lib\src\features\admin\presentation\screens\admin_profile_tab.dart","lib",".dart","18502","True","548"
"lib\src\features\admin\presentation\screens\admin_statistics_wrapper.dart","lib",".dart","541","True","16"
"lib\src\features\admin\presentation\screens\audit_logs_screen.dart","lib",".dart","29374","True","752"
"lib\src\features\admin\presentation\screens\conductores_documentos_screen.dart","lib",".dart","16226","True","464"
"lib\src\features\admin\presentation\screens\conductor_actions.dart","lib",".dart","8419","True","227"
"lib\src\features\admin\presentation\screens\conductor_details_sheet.dart","lib",".dart","24159","True","555"
"lib\src\features\admin\presentation\screens\conductor_historial_sheet.dart","lib",".dart","16463","True","393"
"lib\src\features\admin\presentation\screens\document_viewer_screen.dart","lib",".dart","24211","True","676"
"lib\src\features\admin\presentation\screens\empresas_management_screen.dart","lib",".dart","55776","True","1419"
"lib\src\features\admin\presentation\screens\platform_earnings_screen.dart","lib",".dart","23201","True","645"
"lib\src\features\admin\presentation\screens\statistics_screen.dart","lib",".dart","29986","True","818"
"lib\src\features\admin\presentation\screens\users_management_screen.dart","lib",".dart","17640","True","482"
"lib\src\features\admin\presentation\widgets\conductor_card.dart","lib",".dart","19817","True","610"
"lib\src\features\admin\presentation\widgets\conductor_card_shimmer.dart","lib",".dart","5820","True","159"
"lib\src\features\admin\presentation\widgets\documents_loading_shimmer.dart","lib",".dart","8199","True","228"
"lib\src\features\admin\presentation\widgets\empresa_card.dart","lib",".dart","17248","True","538"
"lib\src\features\admin\presentation\widgets\empresa_card_shimmer.dart","lib",".dart","5941","True","169"
"lib\src\features\admin\presentation\widgets\empresa_commission_dialog.dart","lib",".dart","15379","True","372"
"lib\src\features\admin\presentation\widgets\empresa_form.dart","lib",".dart","38542","True","990"
"lib\src\features\admin\presentation\widgets\empresa_payment_sheet.dart","lib",".dart","19290","True","519"
"lib\src\features\admin\presentation\widgets\user_management_widgets.dart","lib",".dart","31312","True","879"
"lib\src\features\admin\services\admin_company_commissions_service.dart","lib",".dart","8598","True","273"
"lib\src\features\auth\data\services\colombia_location_service.dart","lib",".dart","2049","True","61"
"lib\src\features\auth\data\services\empresa_register_service.dart","lib",".dart","6019","True","141"
"lib\src\features\auth\presentation\screens\email_auth_screen.dart","lib",".dart","9536","True","208"
"lib\src\features\auth\presentation\screens\email_verification_screen.dart","lib",".dart","34800","True","736"
"lib\src\features\auth\presentation\screens\empresa_register_screen.dart","lib",".dart","46598","True","1261"
"lib\src\features\auth\presentation\screens\forgot_password_screen.dart","lib",".dart","6995","True","180"
"lib\src\features\auth\presentation\screens\login_screen.dart","lib",".dart","14940","True","373"
"lib\src\features\auth\presentation\screens\password_change_verification_screen.dart","lib",".dart","6759","True","181"
"lib\src\features\auth\presentation\screens\password_recovery_verification_screen.dart","lib",".dart","24674","True","630"
"lib\src\features\auth\presentation\screens\pending_deletion_reactivation_screen.dart","lib",".dart","5685","True","153"
"lib\src\features\auth\presentation\screens\phone_auth_screen.dart","lib",".dart","6053","True","156"
"lib\src\features\auth\presentation\screens\phone_required_screen.dart","lib",".dart","17152","True","404"
"lib\src\features\auth\presentation\screens\register_screen.dart","lib",".dart","21736","True","549"
"lib\src\features\auth\presentation\screens\reset_password_screen.dart","lib",".dart","10179","True","251"
"lib\src\features\auth\presentation\screens\set_new_password_after_verification_screen.dart","lib",".dart","9995","True","267"
"lib\src\features\auth\presentation\screens\splash_screen.dart","lib",".dart","20870","True","517"
"lib\src\features\auth\presentation\screens\welcome_screen.dart","lib",".dart","20181","True","510"
"lib\src\features\auth\presentation\screens\welcome_splash_screen.dart","lib",".dart","12615","True","317"
"lib\src\features\auth\presentation\widgets\logo_transition.dart","lib",".dart","9602","True","278"
"lib\src\features\auth\presentation\widgets\register_step_indicator.dart","lib",".dart","2935","True","78"
"lib\src\features\auth\presentation\widgets\searchable_dropdown_sheet.dart","lib",".dart","8334","True","201"
"lib\src\features\auth\presentation\widgets\verification_code_widget.dart","lib",".dart","3206","True","90"
"lib\src\features\company\data\datasources\company_remote_datasource.dart","lib",".dart","17022","True","478"
"lib\src\features\company\data\repositories\company_repository_impl.dart","lib",".dart","2168","True","56"
"lib\src\features\company\domain\entities\company_driver.dart","lib",".dart","1539","True","47"
"lib\src\features\company\domain\entities\company_pricing.dart","lib",".dart","2477","True","73"
"lib\src\features\company\domain\models\company_reports_model.dart","lib",".dart","7501","True","236"
"lib\src\features\company\domain\repositories\company_repository.dart","lib",".dart","768","True","17"
"lib\src\features\company\domain\usecases\get_company_details.dart","lib",".dart","380","True","10"
"lib\src\features\company\domain\usecases\get_company_drivers.dart","lib",".dart","432","True","12"
"lib\src\features\company\domain\usecases\get_company_pricing.dart","lib",".dart","432","True","12"
"lib\src\features\company\domain\usecases\update_company_pricing.dart","lib",".dart","467","True","12"
"lib\src\features\company\presentation\providers\company_provider.dart","lib",".dart","10881","True","317"
"lib\src\features\company\presentation\screens\company_commissions_screen.dart","lib",".dart","15840","True","453"
"lib\src\features\company\presentation\screens\company_conductores_documentos_screen.dart","lib",".dart","35031","True","985"
"lib\src\features\company\presentation\screens\company_data_screen.dart","lib",".dart","36083","True","928"
"lib\src\features\company\presentation\screens\company_drivers_screen.dart","lib",".dart","11067","True","316"
"lib\src\features\company\presentation\screens\company_financial_history_sheet.dart","lib",".dart","26442","True","647"
"lib\src\features\company\presentation\screens\company_home_screen.dart","lib",".dart","13470","True","379"
"lib\src\features\company\presentation\screens\company_notifications_screen.dart","lib",".dart","6582","True","187"
"lib\src\features\company\presentation\screens\company_platform_payment_screen.dart","lib",".dart","21503","True","574"
"lib\src\features\company\presentation\screens\company_pricing_screen.dart","lib",".dart","17164","True","506"
"lib\src\features\company\presentation\screens\company_reports_screen.dart","lib",".dart","8436","True","214"
"lib\src\features\company\presentation\screens\company_security_screen.dart","lib",".dart","6032","True","181"
"lib\src\features\company\presentation\screens\tabs\company_dashboard_tab.dart","lib",".dart","9739","True","238"
"lib\src\features\company\presentation\screens\tabs\company_profile_tab.dart","lib",".dart","13271","True","364"
"lib\src\features\company\presentation\widgets\company_logo.dart","lib",".dart","4054","True","127"
"lib\src\features\company\presentation\widgets\company_widgets.dart","lib",".dart","10164","True","293"
"lib\src\features\company\presentation\widgets\financial_summary_card.dart","lib",".dart","5453","True","166"
"lib\src\features\company\presentation\widgets\balance\company_balance_sheet.dart","lib",".dart","16343","True","465"
"lib\src\features\company\presentation\widgets\dashboard\dashboard_header.dart","lib",".dart","3363","True","83"
"lib\src\features\company\presentation\widgets\dashboard\dashboard_menu_grid.dart","lib",".dart","7206","True","212"
"lib\src\features\company\presentation\widgets\dashboard\dashboard_stats.dart","lib",".dart","3803","True","115"
"lib\src\features\company\presentation\widgets\dashboard\promo_banner.dart","lib",".dart","5183","True","138"
"lib\src\features\company\presentation\widgets\drivers\company_driver_avatar.dart","lib",".dart","1821","True","62"
"lib\src\features\company\presentation\widgets\drivers\company_driver_card.dart","lib",".dart","7351","True","195"
"lib\src\features\company\presentation\widgets\drivers\company_driver_details_sheet.dart","lib",".dart","19170","True","519"
"lib\src\features\company\presentation\widgets\pricing\company_pricing_card.dart","lib",".dart","11371","True","269"
"lib\src\features\company\presentation\widgets\pricing\company_pricing_sheet.dart","lib",".dart","43293","True","1105"
"lib\src\features\company\presentation\widgets\reports\reports_chart_card.dart","lib",".dart","12182","True","362"
"lib\src\features\company\presentation\widgets\reports\reports_header.dart","lib",".dart","4492","True","133"
"lib\src\features\company\presentation\widgets\reports\reports_peak_hours.dart","lib",".dart","8650","True","245"
"lib\src\features\company\presentation\widgets\reports\reports_shimmer.dart","lib",".dart","9259","True","302"
"lib\src\features\company\presentation\widgets\reports\reports_summary_cards.dart","lib",".dart","8586","True","234"
"lib\src\features\company\presentation\widgets\reports\reports_top_drivers.dart","lib",".dart","9328","True","257"
"lib\src\features\company\presentation\widgets\reports\reports_vehicle_distribution.dart","lib",".dart","11288","True","304"
"lib\src\features\company\presentation\widgets\vehicles\vehicle_management_sheet.dart","lib",".dart","18787","True","476"
"lib\src\features\company\services\company_debt_payment_service.dart","lib",".dart","2302","True","73"
"lib\src\features\company\services\company_platform_payment_service.dart","lib",".dart","3802","True","111"
"lib\src\features\conductor\README.md","lib",".md","5985","True","134"
"lib\src\features\conductor\data\datasources\conductor_remote_datasource.dart","lib",".dart","2132","True","46"
"lib\src\features\conductor\data\datasources\conductor_remote_datasource_impl.dart","lib",".dart","13288","True","336"
"lib\src\features\conductor\data\models\conductor_profile_model.dart","lib",".dart","7168","True","199"
"lib\src\features\conductor\data\repositories\conductor_repository_impl.dart","lib",".dart","8283","True","230"
"lib\src\features\conductor\domain\entities\conductor_profile.dart","lib",".dart","6266","True","201"
"lib\src\features\conductor\domain\repositories\conductor_repository.dart","lib",".dart","2591","True","63"
"lib\src\features\conductor\domain\usecases\get_active_trips.dart","lib",".dart","720","True","19"
"lib\src\features\conductor\domain\usecases\get_conductor_earnings.dart","lib",".dart","1207","True","34"
"lib\src\features\conductor\domain\usecases\get_conductor_profile.dart","lib",".dart","1145","True","27"
"lib\src\features\conductor\domain\usecases\get_conductor_statistics.dart","lib",".dart","744","True","19"
"lib\src\features\conductor\domain\usecases\get_trip_history.dart","lib",".dart","722","True","19"
"lib\src\features\conductor\domain\usecases\submit_profile_for_approval.dart","lib",".dart","1105","True","28"
"lib\src\features\conductor\domain\usecases\update_conductor_availability.dart","lib",".dart","913","True","26"
"lib\src\features\conductor\domain\usecases\update_conductor_location.dart","lib",".dart","1290","True","36"
"lib\src\features\conductor\domain\usecases\update_conductor_profile.dart","lib",".dart","1010","True","26"
"lib\src\features\conductor\domain\usecases\update_driver_license.dart","lib",".dart","706","True","21"
"lib\src\features\conductor\domain\usecases\update_vehicle.dart","lib",".dart","632","True","17"
"lib\src\features\conductor\models\conductor_model.dart","lib",".dart","3072","True","82"
